INVOICE_ID,BOOKED_REVENUE,PROFIT_CENTER,POSTING_DATE,OPPORTUNITY_ID
INV-76f626ee,205418.24,PC_CBG_LATAM,2020-12-25,OPP-a8e56e0c
INV-791de06e,102388.88,PC_CBG_LATAM,2020-12-29,OPP-4fcca39a
INV-ae3a0bbe,102388.88,PC_CBG_LATAM,2021-01-16,OPP-4fcca39a
INV-44ffa0d2,170539.84,PC_CBG_APAC,2022-06-25,OPP-7394988f
INV-880e1dcd,106393.52,PC_CBG_APAC,2022-07-10,OPP-8dcdcd03
INV-7e598ca2,106393.52,PC_CBG_APAC,2022-07-30,OPP-8dcdcd03
INV-909cf26f,436933.38,PC_TEBG_LATAM,2021-05-26,OPP-839fbc50
INV-a5c0fe6a,310380.51,PC_TEBG_LATAM,2021-05-17,OPP-a748dbcf
INV-c1624bd0,252258.41,PC_TEBG_LATAM,2021-05-18,OPP-310c0c00
INV-3f9821d3,263090.51,PC_TEBG_LATAM,2021-05-04,OPP-766ecb15
INV-285f9ee2,226896.27,PC_TEBG_LATAM,2021-05-13,OPP-ed3049cf
INV-8001a023,200493.7,PC_TEBG_NA,2024-04-02,OPP-da4bd9ca
INV-3291c540,162188.48,PC_TEBG_NA,2024-04-12,OPP-1165e210
INV-a05d5e76,162188.48,PC_TEBG_NA,2024-04-19,OPP-1165e210
INV-8ff19b5a,203502.37,PC_TEBG_NA,2024-04-18,OPP-98326856
INV-2c497955,277516.84,PC_TEBG_NA,2024-04-13,OPP-85d51695
INV-07a36a3a,224797.12,PC_SIBG_EMEA,2021-10-22,OPP-c07a30f2
INV-7ce8f9fd,256815.5,PC_CBG_NA,2024-07-30,OPP-19985f15
INV-54d78e84,138804.61,PC_CBG_NA,2024-08-06,OPP-5958a499
INV-06231d6c,169694.53,PC_TEBG_LATAM,2023-08-02,OPP-d5704f32
INV-a04bc84f,264260.87,PC_HCBG_NA,2020-07-06,OPP-e767dcea
INV-ae57f921,251230.57,PC_HCBG_NA,2020-07-09,OPP-6e068097
INV-07ebf7d0,142636.86,PC_HCBG_NA,2020-07-11,OPP-f8e1daa7
INV-9f8914e3,142636.86,PC_HCBG_NA,2020-07-29,OPP-f8e1daa7
INV-b67ca434,146921.51,PC_HCBG_NA,2020-07-26,OPP-1a50aec3
INV-430d4702,146921.51,PC_HCBG_NA,2020-08-16,OPP-1a50aec3
INV-5d1b0104,169261.61,PC_HCBG_NA,2020-07-07,OPP-bfddc3d9
INV-765f4e70,169261.61,PC_HCBG_NA,2020-07-17,OPP-bfddc3d9
INV-a5a45bb5,387098.78,PC_HCBG_NA,2020-07-14,OPP-550a1b46
INV-cca2de36,205951.92,PC_HCBG_NA,2020-07-24,OPP-eb1fa9f2
INV-953db688,205951.92,PC_HCBG_NA,2020-08-07,OPP-eb1fa9f2
INV-1fcf1556,309314.59,PC_HCBG_NA,2020-07-15,OPP-060edf5b
INV-efc38860,351696.62,PC_HCBG_NA,2020-07-09,OPP-59e4b671
INV-8e3b1d3d,184915.78,PC_TEBG_APAC,2023-11-14,OPP-82ec9f2d
INV-410078ae,390617.39,PC_TEBG_APAC,2023-11-03,OPP-b572f3d0
INV-a59a25f7,280995.41,PC_TEBG_APAC,2023-11-20,OPP-5487fd4f
INV-0f6580a1,133596.13,PC_SIBG_LATAM,2022-08-19,OPP-aab97e49
INV-7a42d4cf,133596.13,PC_SIBG_LATAM,2022-08-27,OPP-aab97e49
INV-6bc802f5,136498.39,PC_HCBG_EMEA,2024-09-11,OPP-a79ac9aa
INV-97bbec8d,136498.39,PC_HCBG_EMEA,2024-09-25,OPP-a79ac9aa
INV-8b04a959,286482.37,PC_HCBG_EMEA,2024-09-27,OPP-17e8392a
INV-ac6f2cb9,194410.82,PC_CBG_EMEA,2023-09-06,OPP-b227462c
INV-862ccd85,141754.42,PC_CBG_EMEA,2023-08-30,OPP-cd29a36f
INV-728e2151,240588.17,PC_CBG_EMEA,2023-09-05,OPP-c1581092
INV-afabb9df,237231.42,PC_TEBG_NA,2021-03-15,OPP-13d5f2f7
INV-b15ad244,156320.83,PC_TEBG_NA,2021-04-09,OPP-269cd696
INV-45c274cb,156320.83,PC_TEBG_NA,2021-04-23,OPP-269cd696
INV-1cf4d7c5,377129.69,PC_TEBG_NA,2021-03-20,OPP-6a34c854
INV-37c3617d,149596.99,PC_TEBG_NA,2021-03-24,OPP-6b8e869f
INV-f66e63a7,149596.99,PC_TEBG_NA,2021-04-08,OPP-6b8e869f
INV-63bc9305,386597.03,PC_TEBG_NA,2021-03-19,OPP-e172b725
INV-8da15a9d,286079.19,PC_TEBG_NA,2021-03-29,OPP-e4429ebb
INV-00ca720b,173171.33,PC_TEBG_NA,2021-04-06,OPP-ab3b4d37
INV-f312ca2c,173171.33,PC_TEBG_NA,2021-04-22,OPP-ab3b4d37
INV-b245b3bb,134236.57,PC_TEBG_NA,2021-03-21,OPP-9f4c3b79
INV-95527f1f,134236.57,PC_TEBG_NA,2021-04-04,OPP-9f4c3b79
INV-50fca32d,164283.13,PC_TEBG_NA,2021-03-29,OPP-6db99102
INV-e90120c2,164283.13,PC_TEBG_NA,2021-04-14,OPP-6db99102
INV-fa2c02ef,192823.28,PC_TEBG_NA,2021-03-25,OPP-53cd6268
INV-3f64444b,295863.72,PC_TEBG_NA,2021-03-26,OPP-473bd358
INV-e3f7931a,418888.8,PC_TEBG_NA,2021-03-19,OPP-0d557b61
INV-53354528,359967.81,PC_TEBG_NA,2021-03-28,OPP-c1156d6d
INV-a02bcc7a,231891.61,PC_TEBG_NA,2021-03-15,OPP-2702878b
INV-2bf90f57,207018.62,PC_TEBG_NA,2021-03-15,OPP-f6b751f7
INV-3d31c14f,306654.72,PC_TEBG_NA,2021-03-24,OPP-0692dc63
INV-1b0969fe,228328.62,PC_TEBG_NA,2021-03-22,OPP-b70b3420
INV-e9fbb15a,427944.18,PC_TEBG_NA,2021-03-27,OPP-1a16342c
INV-b1920809,202345.61,PC_TEBG_NA,2021-03-19,OPP-90e0f4a0
INV-22b09f63,224082.03,PC_TEBG_NA,2021-03-18,OPP-8186a576
INV-dadd4abc,284151.34,PC_TEBG_NA,2021-03-19,OPP-5cb85aed
INV-6f21a9a9,175438.88,PC_TEBG_NA,2021-03-25,OPP-f7294951
INV-0f0a72ef,175438.88,PC_TEBG_NA,2021-04-03,OPP-f7294951
INV-b3211aac,185885.77,PC_TEBG_NA,2022-06-14,OPP-561e16d1
INV-a08a0272,304585.37,PC_HCBG_NA,2022-07-13,OPP-5ad5cf06
INV-de592391,274751.82,PC_CBG_EMEA,2021-09-10,OPP-8e485223
INV-902cd23b,169487.03,PC_CBG_EMEA,2021-09-27,OPP-680bac63
INV-26a629a7,244365.41,PC_CBG_EMEA,2021-09-10,OPP-7da67785
INV-9a96d832,179961.77,PC_CBG_EMEA,2021-09-14,OPP-3e493f43
INV-5c9f516f,179961.77,PC_CBG_EMEA,2021-09-28,OPP-3e493f43
INV-8ced1f41,110513.79,PC_CBG_EMEA,2021-09-21,OPP-6cedd15d
INV-7a28fa25,110513.79,PC_CBG_EMEA,2021-10-04,OPP-6cedd15d
INV-f4774844,138072.61,PC_CBG_EMEA,2021-09-14,OPP-3108d448
INV-617f37f6,138072.61,PC_CBG_EMEA,2021-09-23,OPP-3108d448
INV-87d09f30,152807.08,PC_CBG_EMEA,2021-09-12,OPP-c29cfc0c
INV-032d63b8,123486.72,PC_CBG_EMEA,2021-09-16,OPP-0df56ac6
INV-534a47f1,331174.62,PC_HCBG_EMEA,2021-06-14,OPP-6694c343
INV-9aa1f218,253513.67,PC_HCBG_EMEA,2021-06-12,OPP-cfa701cd
INV-1ba10478,173422.51,PC_HCBG_EMEA,2021-06-18,OPP-9b37a22b
INV-861e1e05,173422.51,PC_HCBG_EMEA,2021-06-26,OPP-9b37a22b
INV-4cfbf36d,232231.3,PC_HCBG_EMEA,2021-06-13,OPP-4c1f55ab
INV-8ff4b883,296842.78,PC_HCBG_EMEA,2021-06-12,OPP-19675f06
INV-475f0f52,259457.86,PC_HCBG_EMEA,2021-06-16,OPP-3d67cde9
INV-3378d8ee,208153.7,PC_SIBG_APAC,2023-11-29,OPP-96fc734d
INV-f8709cc4,270024.55,PC_SIBG_APAC,2023-11-27,OPP-e88da719
INV-d8af2747,207522.81,PC_CBG_LATAM,2020-07-28,OPP-9854ce4e
INV-22e46b18,198975.69,PC_HCBG_NA,2021-06-04,OPP-b321bf21
INV-b681a3bd,183909.79,PC_TEBG_NA,2024-05-17,OPP-9918ee46
INV-03bce72c,221903.75,PC_CBG_APAC,2022-10-30,OPP-964db03f
INV-131bd638,160832.02,PC_SIBG_NA,2022-04-28,OPP-0a4c9f7f
INV-4695c57f,160832.02,PC_SIBG_NA,2022-05-12,OPP-0a4c9f7f
INV-867cd97c,154370.68,PC_SIBG_NA,2022-04-30,OPP-5553b2fe
INV-5caea310,154370.68,PC_SIBG_NA,2022-05-11,OPP-5553b2fe
INV-d81440e8,147260.07,PC_SIBG_NA,2022-05-01,OPP-7ed70ed7
INV-4223952e,147260.07,PC_SIBG_NA,2022-05-08,OPP-7ed70ed7
INV-42e26233,361219.06,PC_SIBG_NA,2022-04-18,OPP-6778043b
INV-a4166bb5,192483.07,PC_SIBG_NA,2022-04-30,OPP-300568d2
INV-eec5c97b,192483.07,PC_SIBG_NA,2022-05-17,OPP-300568d2
INV-af48ecf0,396050.28,PC_TEBG_NA,2020-03-31,OPP-687213f9
INV-cde0ccad,269101.38,PC_TEBG_NA,2020-03-25,OPP-25074181
INV-fe3fac33,323757.83,PC_TEBG_NA,2020-04-12,OPP-dd30de89
INV-0add786a,489575.11,PC_TEBG_NA,2020-03-31,OPP-81fb18b3
INV-bc01deb1,251883.14,PC_TEBG_NA,2020-03-24,OPP-7914f8a8
INV-49d126ea,314956.57,PC_TEBG_NA,2020-03-29,OPP-fb16e5db
INV-fb826103,120875.29,PC_CBG_LATAM,2021-12-21,OPP-e912b4bf
INV-3eb3da07,120875.29,PC_CBG_LATAM,2021-12-28,OPP-e912b4bf
INV-beffc675,192170.32,PC_CBG_LATAM,2022-01-10,OPP-2784378f
INV-3bae824d,254863.96,PC_CBG_LATAM,2021-12-15,OPP-65c17795
INV-82361a6e,105517.55,PC_TEBG_NA,2022-06-29,OPP-3c19e71d
INV-e31cd737,105517.55,PC_TEBG_NA,2022-07-15,OPP-3c19e71d
INV-aecac3da,214863.74,PC_TEBG_NA,2022-07-22,OPP-deef580f
INV-88f1e8e0,253906.07,PC_TEBG_NA,2022-07-07,OPP-3b70b3a1
INV-b388a907,249596.18,PC_TEBG_NA,2022-07-01,OPP-b303f438
INV-afe70e45,129736.82,PC_HCBG_NA,2020-08-07,OPP-a8c01f05
INV-c99a4e1c,129736.82,PC_HCBG_NA,2020-08-21,OPP-a8c01f05
INV-140fb055,255094.46,PC_HCBG_NA,2020-07-23,OPP-c9e26074
INV-f2e3a864,254751.65,PC_HCBG_NA,2020-07-27,OPP-e05fb8bc
INV-58fcff41,244276.22,PC_HCBG_NA,2020-07-26,OPP-e9ff1cae
INV-ad0faf52,192221.59,PC_HCBG_NA,2020-07-29,OPP-1d7bc313
INV-f1a78fa4,403159.41,PC_HCBG_NA,2020-08-11,OPP-b379cb1e
INV-8c3d3042,124027.47,PC_HCBG_NA,2020-08-13,OPP-4dead645
INV-f73974c2,124027.47,PC_HCBG_NA,2020-08-21,OPP-4dead645
INV-7127d564,344874.48,PC_HCBG_NA,2020-07-14,OPP-965befdf
INV-858cc241,163562.34,PC_HCBG_NA,2020-08-12,OPP-687a4850
INV-4e9f84a6,163562.34,PC_HCBG_NA,2020-08-26,OPP-687a4850
INV-ce0e13e4,222245.73,PC_SIBG_APAC,2023-10-26,OPP-d0243d72
INV-40689786,198105.33,PC_SIBG_APAC,2023-11-14,OPP-cc6b66e5
INV-298ddb1c,163475.05,PC_SIBG_APAC,2023-11-02,OPP-ca3c6f5f
INV-72f6463d,183460.78,PC_SIBG_APAC,2023-10-31,OPP-20733f6d
INV-edec6258,178296.88,PC_SIBG_APAC,2023-01-05,OPP-83639007
INV-26417696,145049.42,PC_TEBG_EMEA,2020-11-09,OPP-12d0498d
INV-fd2a0b50,145049.42,PC_TEBG_EMEA,2020-11-21,OPP-12d0498d
INV-51b9a519,357034.57,PC_TEBG_EMEA,2020-11-02,OPP-9fd34579
INV-3690ac1c,268063.9,PC_TEBG_EMEA,2020-10-29,OPP-d3d1bf0f
INV-9dbdc5c9,105289.62,PC_TEBG_EMEA,2020-10-30,OPP-aa448259
INV-b43cf710,105289.62,PC_TEBG_EMEA,2020-11-10,OPP-aa448259
INV-466ce359,177623.74,PC_TEBG_EMEA,2020-11-01,OPP-cfd01cbd
INV-8bf58ad0,230707.86,PC_TEBG_EMEA,2020-11-09,OPP-5463adc7
INV-7d269e9b,322394.57,PC_TEBG_EMEA,2020-11-02,OPP-ea74bb18
INV-15e92f4f,219251.1,PC_HCBG_NA,2021-06-03,OPP-36760ce5
INV-8e8b0787,297457.33,PC_SIBG_LATAM,2024-07-03,OPP-d86a6460
INV-c76891c4,192971.07,PC_SIBG_LATAM,2024-06-30,OPP-8f9b72ae
INV-6f3831fb,127226.78,PC_SIBG_LATAM,2024-07-08,OPP-3712f2d1
INV-8f8f5eb2,127226.78,PC_SIBG_LATAM,2024-07-21,OPP-3712f2d1
INV-902147e1,173297.26,PC_SIBG_LATAM,2024-06-23,OPP-530ac1c7
INV-af037c4f,180413.55,PC_SIBG_LATAM,2024-07-08,OPP-ac8936bc
INV-637b8817,180413.55,PC_SIBG_LATAM,2024-07-15,OPP-ac8936bc
INV-814de28c,131281.51,PC_TEBG_EMEA,2023-10-10,OPP-7129cec7
INV-0012f4a8,217459.85,PC_CBG_EMEA,2023-10-19,OPP-3ae88926
INV-06f99a1b,431035.23,PC_HCBG_NA,2022-09-22,OPP-0ad45230
INV-6c337115,423407.35,PC_HCBG_NA,2022-09-10,OPP-6de59332
INV-f6238487,251127.34,PC_HCBG_NA,2022-09-11,OPP-532401fc
INV-7f071113,219096.86,PC_HCBG_NA,2022-09-26,OPP-eb7607c9
INV-93af94c6,240965.9,PC_HCBG_NA,2022-09-24,OPP-2b0abedd
INV-948a5a3a,182876.95,PC_HCBG_NA,2022-09-29,OPP-e7ea8d5a
INV-2475f820,182876.95,PC_HCBG_NA,2022-10-06,OPP-e7ea8d5a
INV-caa6196b,246442.8,PC_HCBG_NA,2022-09-24,OPP-3c7c1d85
INV-97a364cb,246442.8,PC_HCBG_NA,2022-10-08,OPP-3c7c1d85
INV-cb718ca9,266258.57,PC_HCBG_NA,2022-09-21,OPP-c29d782b
INV-61e496e5,214513.65,PC_SIBG_EMEA,2021-07-02,OPP-46510367
INV-5e232ff8,262701.78,PC_SIBG_EMEA,2021-07-10,OPP-98159d6c
INV-a469370a,189280.91,PC_SIBG_EMEA,2021-07-18,OPP-7321bf6b
INV-f78c6771,249816.77,PC_SIBG_EMEA,2021-07-08,OPP-73557b9d
INV-a6846cde,165489.51,PC_SIBG_EMEA,2021-07-01,OPP-812a1f9b
INV-45794c4a,292086.37,PC_SIBG_EMEA,2021-06-30,OPP-9c1c3517
INV-e03c68cc,221695.31,PC_TEBG_NA,2022-04-14,OPP-df8f4197
INV-ccb28b42,223115.52,PC_TEBG_NA,2022-03-21,OPP-598ddaec
INV-b55a33f4,267808.1,PC_TEBG_NA,2022-04-05,OPP-b576255e
INV-0f28af5d,282814.35,PC_TEBG_NA,2022-03-19,OPP-d02ce0c1
INV-85604206,332484.03,PC_HCBG_EMEA,2024-04-30,OPP-86c1b6cb
INV-b8d8c66d,233717.91,PC_HCBG_EMEA,2024-04-29,OPP-5cd33369
INV-beab6552,327642.76,PC_HCBG_EMEA,2024-09-08,OPP-31274148
INV-ccb2b6ce,251842.94,PC_SIBG_APAC,2023-11-12,OPP-86cac6f4
INV-9fe0d801,155207.96,PC_SIBG_APAC,2023-11-10,OPP-277d1be9
INV-4d59dde4,219184.34,PC_SIBG_APAC,2022-04-11,OPP-b836c448
INV-d357d20f,300368.56,PC_SIBG_APAC,2022-04-09,OPP-c8a723e9
INV-7d3f740e,285257.69,PC_SIBG_APAC,2022-04-19,OPP-c4f9eccd
INV-d8db0714,414468.6,PC_SIBG_APAC,2022-04-10,OPP-d11fc8c0
INV-13df43a8,229678.75,PC_SIBG_APAC,2022-04-22,OPP-a4244f23
INV-ff4970dc,243600.01,PC_SIBG_APAC,2022-04-04,OPP-836b15c7
INV-a3767e6c,257080.4,PC_SIBG_APAC,2022-03-29,OPP-d11376e0
INV-feef37d2,126339.82,PC_SIBG_APAC,2022-04-22,OPP-808389c8
INV-33a3bed0,126339.82,PC_SIBG_APAC,2022-05-08,OPP-808389c8
INV-7cc72fcf,224618.63,PC_SIBG_APAC,2022-04-10,OPP-519554e3
INV-7afbf023,126044.9,PC_SIBG_NA,2021-07-09,OPP-c24369e7
INV-12448513,126044.9,PC_SIBG_NA,2021-07-29,OPP-c24369e7
INV-7627e512,90746.74,PC_CBG_NA,2021-11-15,OPP-1c76bdf6
INV-cb41961d,90746.74,PC_CBG_NA,2021-12-01,OPP-1c76bdf6
INV-a5ef6d23,144830.57,PC_CBG_NA,2021-11-10,OPP-cb3cf8ca
INV-f4b349a2,121357.62,PC_CBG_NA,2021-11-10,OPP-a1c7cc8a
INV-42d0fed5,278672.82,PC_HCBG_LATAM,2024-09-06,OPP-c5811d2d
INV-198a661f,86029.27,PC_CBG_LATAM,2021-01-22,OPP-eef16694
INV-43241242,86029.27,PC_CBG_LATAM,2021-01-29,OPP-eef16694
INV-c9031f01,114685.05,PC_CBG_LATAM,2021-12-02,OPP-095ffa81
INV-20cd3ff8,114685.05,PC_CBG_LATAM,2021-12-16,OPP-095ffa81
INV-ac3abd5d,501573.02,PC_SIBG_LATAM,2021-07-17,OPP-45f18619
INV-49f79cff,89727.59,PC_SIBG_LATAM,2021-07-28,OPP-7092947d
INV-ee801208,89727.59,PC_SIBG_LATAM,2021-08-08,OPP-7092947d
INV-a761590e,259329.0,PC_SIBG_LATAM,2021-07-18,OPP-ec9f9c54
INV-8c500c55,263210.98,PC_SIBG_LATAM,2021-07-16,OPP-d284f54e
INV-fd89aecf,294056.01,PC_SIBG_LATAM,2021-07-16,OPP-a9320094
INV-f3db83c7,165722.34,PC_SIBG_LATAM,2021-08-08,OPP-71a3fad2
INV-fac8f73b,165722.34,PC_SIBG_LATAM,2021-08-17,OPP-71a3fad2
INV-01ec847f,289380.75,PC_SIBG_LATAM,2021-07-17,OPP-ff86cc31
INV-86bac099,228112.47,PC_SIBG_LATAM,2021-07-27,OPP-248d31ec
INV-de5fd3ed,192752.47,PC_SIBG_LATAM,2021-07-28,OPP-5dc7b3e6
INV-bb4d0b07,353095.62,PC_SIBG_LATAM,2021-08-06,OPP-732e2016
INV-89306040,354869.1,PC_SIBG_LATAM,2021-07-21,OPP-5df06e8c
INV-3c58ab57,371189.74,PC_SIBG_LATAM,2021-07-26,OPP-bc55300b
INV-43e530e0,239500.65,PC_SIBG_LATAM,2021-07-25,OPP-4303cbc1
INV-9a646954,281372.87,PC_SIBG_LATAM,2021-07-19,OPP-e60fd420
INV-c038e293,121823.19,PC_TEBG_LATAM,2022-08-16,OPP-aaf78c67
INV-a42b173f,121823.19,PC_TEBG_LATAM,2022-09-06,OPP-aaf78c67
INV-4beb78ae,236080.57,PC_SIBG_APAC,2023-11-23,OPP-d9f2dd0d
INV-c2f80fc9,235163.28,PC_SIBG_APAC,2023-11-28,OPP-5c8ac066
INV-a0da5722,235163.28,PC_SIBG_APAC,2023-12-05,OPP-5c8ac066
INV-14ff6ad9,322740.05,PC_SIBG_APAC,2023-11-17,OPP-06ba8cd3
INV-8b67e858,325787.05,PC_SIBG_APAC,2023-11-24,OPP-2138afe0
INV-bd1f5da0,203369.75,PC_CBG_LATAM,2020-11-24,OPP-8693fd9d
INV-df55b264,171634.83,PC_CBG_LATAM,2020-12-17,OPP-5128b9b1
INV-78b03b39,125028.73,PC_CBG_LATAM,2020-12-13,OPP-c7bf4fbc
INV-34054235,125028.73,PC_CBG_LATAM,2020-12-20,OPP-c7bf4fbc
INV-e2b3812d,246779.86,PC_CBG_LATAM,2020-12-03,OPP-2976aab2
INV-4af49d47,172631.42,PC_TEBG_APAC,2021-08-20,OPP-9fddde2e
INV-45b5d5ba,281703.22,PC_SIBG_LATAM,2021-07-07,OPP-a6b07458
INV-cd014097,183702.83,PC_SIBG_LATAM,2021-07-02,OPP-7f7f6c0a
INV-c5ebb8d6,192620.54,PC_SIBG_LATAM,2021-07-05,OPP-6a662fce
INV-e7f7191a,279110.13,PC_SIBG_LATAM,2021-07-11,OPP-b7e6a14c
INV-361145f4,101463.45,PC_SIBG_LATAM,2021-07-27,OPP-c2baf0e0
INV-208491df,101463.45,PC_SIBG_LATAM,2021-08-15,OPP-c2baf0e0
INV-f5bbb4dd,113991.3,PC_SIBG_LATAM,2021-07-21,OPP-44790612
INV-f6a24ce2,113991.3,PC_SIBG_LATAM,2021-08-02,OPP-44790612
INV-c57302bc,389646.67,PC_SIBG_LATAM,2021-07-02,OPP-dd39d793
INV-4b4f5fa7,422705.59,PC_SIBG_LATAM,2021-07-06,OPP-93e34c35
INV-7dd5bf63,312999.32,PC_SIBG_LATAM,2021-07-12,OPP-e10b1a47
INV-c830a598,293142.38,PC_SIBG_LATAM,2021-07-06,OPP-f778c676
INV-36c5a28d,314228.4,PC_SIBG_LATAM,2021-07-22,OPP-7eb162f1
INV-03a6ffcf,189990.55,PC_SIBG_LATAM,2021-07-17,OPP-1b84edc3
INV-6ee33186,189990.55,PC_SIBG_LATAM,2021-07-31,OPP-1b84edc3
INV-10aae8a7,312722.56,PC_SIBG_LATAM,2021-07-12,OPP-5dae1201
INV-e8c645d2,104018.48,PC_SIBG_LATAM,2021-07-25,OPP-8da00495
INV-eab6b439,104018.48,PC_SIBG_LATAM,2021-08-14,OPP-8da00495
INV-34f4404a,270001.48,PC_SIBG_LATAM,2021-07-09,OPP-d3479a3b
INV-fb24329a,336652.94,PC_SIBG_LATAM,2021-07-17,OPP-cdd0b4d4
INV-3b9f693a,242911.37,PC_SIBG_LATAM,2021-07-17,OPP-561c9210
INV-38a0b6c0,196266.08,PC_SIBG_LATAM,2021-07-04,OPP-044251db
INV-34c7437b,283690.76,PC_SIBG_LATAM,2021-07-15,OPP-c86c6544
INV-dd53af34,284820.13,PC_SIBG_LATAM,2021-07-05,OPP-b89f7039
INV-4cb194c5,310228.02,PC_SIBG_LATAM,2021-07-09,OPP-f2bd92f2
INV-11f0cbda,327724.93,PC_TEBG_LATAM,2021-03-22,OPP-bc5fd4dd
INV-1c47e9e6,301464.01,PC_TEBG_LATAM,2021-03-14,OPP-7a768555
INV-d1b2162f,362084.65,PC_TEBG_LATAM,2021-03-22,OPP-f1053252
INV-59217cdb,251554.91,PC_TEBG_LATAM,2021-03-29,OPP-5129950d
INV-72d0f3b1,202177.05,PC_TEBG_LATAM,2021-03-23,OPP-65001423
INV-b1e58c8f,195765.3,PC_TEBG_APAC,2022-08-03,OPP-33baba88
INV-14fbab29,121855.92,PC_TEBG_APAC,2022-08-06,OPP-963a8617
INV-801f9494,121855.92,PC_TEBG_APAC,2022-08-15,OPP-963a8617
INV-e01c874c,255103.52,PC_TEBG_APAC,2022-08-17,OPP-a35055e4
INV-fbecbe20,322873.36,PC_TEBG_APAC,2022-08-07,OPP-b91e3d6e
INV-4dbbe837,272400.21,PC_HCBG_LATAM,2024-09-01,OPP-315c167a
INV-0df097fd,358254.97,PC_HCBG_NA,2020-04-18,OPP-5c0b9b10
INV-7742963a,157636.27,PC_HCBG_NA,2020-04-12,OPP-bf6b8cdf
INV-56bcf403,162589.71,PC_HCBG_NA,2020-04-09,OPP-aa0217d0
INV-a97dcb27,162589.71,PC_HCBG_NA,2020-04-21,OPP-aa0217d0
INV-72791a45,164776.64,PC_HCBG_NA,2020-04-14,OPP-ead08c89
INV-4579d89c,164776.64,PC_HCBG_NA,2020-04-22,OPP-ead08c89
INV-716229fa,342676.91,PC_HCBG_NA,2020-04-29,OPP-3495311e
INV-3d78a45a,435693.39,PC_HCBG_NA,2020-04-04,OPP-21c71aa3
INV-abdddec1,125091.76,PC_HCBG_NA,2020-04-25,OPP-b928e23f
INV-204f8524,125091.76,PC_HCBG_NA,2020-05-06,OPP-b928e23f
INV-f8ab8160,388049.76,PC_HCBG_NA,2020-04-06,OPP-12b2102d
INV-c6cdd5ec,367194.87,PC_HCBG_NA,2020-04-24,OPP-0f6ce9bf
INV-3fc7128e,311361.34,PC_HCBG_NA,2020-04-16,OPP-2e13418d
INV-4b0121a8,95905.63,PC_HCBG_NA,2020-04-20,OPP-5fdcabbf
INV-2f6766ec,95905.63,PC_HCBG_NA,2020-04-30,OPP-5fdcabbf
INV-3456d8f4,307259.9,PC_HCBG_NA,2020-04-22,OPP-aec76a82
INV-f1cd6def,258811.17,PC_HCBG_NA,2020-04-26,OPP-8989c5ab
INV-076b5de2,202042.34,PC_HCBG_NA,2020-04-21,OPP-c194f97f
INV-f6cf30de,348534.81,PC_HCBG_NA,2020-04-12,OPP-effa2002
INV-7da8b5d1,323573.61,PC_HCBG_NA,2020-04-17,OPP-e23ddfaa
INV-3a345e82,117094.96,PC_HCBG_NA,2020-04-17,OPP-3bfda8a6
INV-b2913c4c,117094.96,PC_HCBG_NA,2020-04-29,OPP-3bfda8a6
