DATE,CAMPAIGN_ID,CHANNEL,SPEND_AMT,IMPRESSIONS,CLICKS,VIDEO_VIEWS_50
2021-05-02,CMP-101,LinkedIn,193223.5,2576313,10006,386446
2021-05-03,CMP-101,LinkedIn,136343.7,1817916,6131,272687
2021-05-04,CMP-101,LinkedIn,137031.1,1827081,7707,274062
2021-05-05,CMP-101,LinkedIn,169390.59,2258541,9065,338781
2021-05-06,CMP-101,LinkedIn,237238.49,3163179,11383,474476
2021-05-07,CMP-101,LinkedIn,180373.58,2404981,10603,360747
2021-05-08,CMP-101,LinkedIn,159604.99,2128066,7071,319209
2021-05-09,CMP-101,LinkedIn,166576.47,2221019,7680,333152
2021-05-10,CMP-101,LinkedIn,239769.72,3196929,14363,479539
2021-05-11,CMP-101,LinkedIn,205881.38,2745085,12611,411762
2021-05-12,CMP-101,LinkedIn,225355.66,3004742,10512,450711
2021-05-13,CMP-101,LinkedIn,235522.02,3140293,12758,471043
2021-05-14,CMP-101,LinkedIn,225786.63,3010488,13949,451573
2021-05-15,CMP-101,LinkedIn,169807.77,2264103,7643,339615
2021-05-16,CMP-101,LinkedIn,159506.29,2126750,8258,319012
2021-05-17,CMP-101,LinkedIn,226996.09,3026614,13853,453992
2021-05-18,CMP-101,LinkedIn,134231.56,1789754,7189,268463
2021-05-19,CMP-101,LinkedIn,181177.41,2415698,8588,362354
2021-05-20,CMP-101,LinkedIn,147145.9,1961945,7338,294291
2021-05-21,CMP-101,LinkedIn,241280.84,3217077,11958,482561
2021-05-22,CMP-101,LinkedIn,192772.61,2570301,11116,385545
2021-05-23,CMP-101,LinkedIn,175026.21,2333682,11096,350052
2021-05-24,CMP-101,LinkedIn,243515.43,3246872,11697,487030
2021-05-25,CMP-101,LinkedIn,190308.75,2537450,9341,380617
2021-05-26,CMP-101,LinkedIn,166014.78,2213530,7213,332029
2021-05-27,CMP-101,LinkedIn,203154.77,2708730,10846,406309
2021-05-28,CMP-101,LinkedIn,139324.25,1857656,6772,278648
2021-05-29,CMP-101,LinkedIn,237318.48,3164246,11338,474636
2021-05-30,CMP-101,LinkedIn,150008.63,2000115,7966,300017
2021-05-31,CMP-101,LinkedIn,246169.27,3282256,11774,492338
2021-06-01,CMP-101,LinkedIn,210311.29,2804150,12390,420622
2021-06-02,CMP-101,LinkedIn,160615.99,2141546,9348,321231
2021-06-03,CMP-101,LinkedIn,175501.27,2340016,9855,351002
2021-06-04,CMP-101,LinkedIn,205895.79,2745277,11138,411791
2021-06-05,CMP-101,LinkedIn,143763.22,1916842,8695,287526
2021-06-06,CMP-101,LinkedIn,170125.34,2268337,7935,340250
2021-06-07,CMP-101,LinkedIn,138100.03,1841333,7633,276199
2021-06-08,CMP-101,LinkedIn,210932.21,2812429,9074,421864
2021-06-09,CMP-101,LinkedIn,192006.58,2560087,9120,384013
2021-06-10,CMP-101,LinkedIn,207227.45,2763032,9612,414454
2021-06-11,CMP-101,LinkedIn,212461.78,2832823,10817,424923
2021-06-12,CMP-101,LinkedIn,240574.04,3207653,10970,481147
2021-06-13,CMP-101,LinkedIn,172445.56,2299274,7775,344891
2021-06-14,CMP-101,LinkedIn,239197.39,3189298,14682,478394
2021-06-15,CMP-101,LinkedIn,162938.25,2172509,9246,325876
2021-06-16,CMP-101,LinkedIn,226905.44,3025405,12368,453810
2021-06-17,CMP-101,LinkedIn,194014.71,2586862,9278,388029
2021-06-18,CMP-101,LinkedIn,144084.96,1921132,8905,288169
2021-06-19,CMP-101,LinkedIn,236420.89,3152278,13280,472841
2021-06-20,CMP-101,LinkedIn,172212.63,2296168,8630,344425
2021-06-21,CMP-101,LinkedIn,216466.92,2886225,13378,432933
2021-07-23,CMP-102,YouTube,151192.76,8399597,44384,1259939
2021-07-24,CMP-102,YouTube,97153.25,5397402,23334,809610
2021-07-25,CMP-102,YouTube,160410.82,8911712,46455,1336756
2021-07-26,CMP-102,YouTube,91332.25,5074013,21325,761101
2021-07-27,CMP-102,YouTube,142153.72,7897428,31669,1184614
2021-07-28,CMP-102,YouTube,103108.25,5728236,29199,859235
2021-07-29,CMP-102,YouTube,144359.1,8019950,42537,1202992
2021-07-30,CMP-102,YouTube,108037.44,6002080,32557,900312
2021-07-31,CMP-102,YouTube,109045.61,6058089,28174,908713
2021-08-01,CMP-102,YouTube,148599.73,8255540,43748,1238331
2021-08-02,CMP-102,YouTube,156579.18,8698843,46236,1304826
2021-08-03,CMP-102,YouTube,134759.83,7486657,31349,1122998
2021-08-04,CMP-102,YouTube,119179.29,6621071,29996,993160
2021-08-05,CMP-102,YouTube,109569.17,6087176,36194,913076
2021-08-06,CMP-102,YouTube,121150.76,6730598,38930,1009589
2021-08-07,CMP-102,YouTube,139639.99,7757777,43363,1163666
2021-08-08,CMP-102,YouTube,129658.96,7203275,37124,1080491
2021-08-09,CMP-102,YouTube,128872.96,7159608,31434,1073941
2021-08-10,CMP-102,YouTube,146732.54,8151807,37184,1222771
2021-08-11,CMP-102,YouTube,92506.57,5139253,27191,770887
2021-08-12,CMP-102,YouTube,104374.52,5798584,34100,869787
2021-08-13,CMP-102,YouTube,164711.89,9150660,53345,1372599
2021-08-14,CMP-102,YouTube,119369.03,6631612,26731,994741
2021-08-15,CMP-102,YouTube,162722.69,9040149,43902,1356022
2021-08-16,CMP-102,YouTube,165700.36,9205575,54563,1380836
2021-08-17,CMP-102,YouTube,156873.25,8715180,39993,1307277
2021-08-18,CMP-102,YouTube,120529.38,6696076,38182,1004411
2021-08-19,CMP-102,YouTube,115234.01,6401889,27777,960283
2021-08-20,CMP-102,YouTube,133866.02,7437001,43672,1115550
2021-08-21,CMP-102,YouTube,144680.25,8037791,41315,1205668
2021-08-22,CMP-102,YouTube,98165.83,5453657,28522,818048
2021-08-23,CMP-102,YouTube,167517.83,9306545,39833,1395981
2021-08-24,CMP-102,YouTube,130877.84,7270991,41842,1090648
2021-08-25,CMP-102,YouTube,148155.22,8230845,44397,1234626
2021-08-26,CMP-102,YouTube,145181.57,8065642,38061,1209846
2021-08-27,CMP-102,YouTube,113421.9,6301216,35404,945182
2021-08-28,CMP-102,YouTube,153541.4,8530078,48912,1279511
2021-08-29,CMP-102,YouTube,161551.55,8975085,45079,1346262
2021-08-30,CMP-102,YouTube,129571.9,7198439,40286,1079765
2021-08-31,CMP-102,YouTube,141102.2,7839011,42361,1175851
2021-09-01,CMP-102,YouTube,152429.08,8468282,48946,1270242
2021-09-02,CMP-102,YouTube,116870.81,6492822,30848,973923
2021-09-03,CMP-102,YouTube,97917.7,5439872,28051,815980
2021-09-04,CMP-102,YouTube,93409.62,5189423,25590,778413
2021-09-05,CMP-102,YouTube,132766.44,7375913,33730,1106386
2021-09-06,CMP-102,YouTube,136509.37,7583854,30798,1137578
2021-09-07,CMP-102,YouTube,93518.82,5195489,29329,779323
2021-09-08,CMP-102,YouTube,118594.79,6588599,28028,988289
2021-09-09,CMP-102,YouTube,131181.82,7287878,40374,1093181
2021-09-10,CMP-102,YouTube,107381.24,5965624,31294,894843
2021-09-11,CMP-102,YouTube,97247.04,5402613,22168,810391
2021-09-12,CMP-102,YouTube,131889.52,7327195,37231,1099079
2021-09-13,CMP-102,YouTube,140128.65,7784924,42444,1167738
2021-09-14,CMP-102,YouTube,166414.74,9245263,46527,1386789
2021-09-15,CMP-102,YouTube,115702.72,6427928,35934,964189
2021-09-16,CMP-102,YouTube,111654.1,6203005,30257,930450
2021-09-17,CMP-102,YouTube,96711.79,5372877,21763,805931
2021-09-18,CMP-102,YouTube,165389.18,9188287,52115,1378243
2021-09-19,CMP-102,YouTube,144675.93,8037551,38724,1205632
2021-09-20,CMP-102,YouTube,104078.09,5782116,24937,867317
2021-09-21,CMP-102,YouTube,110054.88,6114159,31172,917123
2021-09-22,CMP-102,YouTube,146122.33,8117906,43190,1217685
2021-09-23,CMP-102,YouTube,112361.05,6242280,36890,936342
2021-09-24,CMP-102,YouTube,147932.17,8218453,41985,1232767
2021-09-25,CMP-102,YouTube,138131.76,7673986,37135,1151097
2021-09-26,CMP-102,YouTube,109859.77,6103320,28758,915498
2021-09-27,CMP-102,YouTube,149481.67,8304537,33457,1245680
2021-09-28,CMP-102,YouTube,99633.54,5535196,22650,830279
2021-09-29,CMP-102,YouTube,93781.4,5210077,29754,781511
2021-09-30,CMP-102,YouTube,145272.74,8070707,39936,1210606
2021-10-01,CMP-102,YouTube,70154.94,3897496,19422,584624
2021-10-02,CMP-102,YouTube,90995.44,5055302,21972,758295
2021-10-03,CMP-102,YouTube,88797.3,4933183,23664,739977
2021-10-04,CMP-102,YouTube,98894.64,5494146,28955,824121
2021-10-05,CMP-102,YouTube,67240.55,3735585,17741,560337
2021-10-06,CMP-102,YouTube,99449.99,5524999,27659,828749
2021-10-07,CMP-102,YouTube,112245.41,6235856,33158,935378
2021-10-08,CMP-102,YouTube,73766.72,4098151,16971,614722
2021-10-09,CMP-102,YouTube,100368.7,5576039,22599,836405
2021-10-10,CMP-102,YouTube,97226.09,5401449,31763,810217
2021-10-11,CMP-102,YouTube,96654.57,5369698,25647,805454
2021-03-16,CMP-103,Google Ads,145793.53,5831741,148453,0
2021-03-17,CMP-103,Google Ads,189149.01,7565960,180531,0
2021-03-18,CMP-103,Google Ads,190918.88,7636755,221874,0
2021-03-19,CMP-103,Google Ads,122244.53,4889781,101187,0
2021-03-20,CMP-103,Google Ads,113719.62,4548784,91804,0
2021-03-21,CMP-103,Google Ads,113151.22,4526048,121434,0
2021-03-22,CMP-103,Google Ads,111064.76,4442590,103022,0
2021-03-23,CMP-103,Google Ads,180482.66,7219306,146066,0
2021-03-24,CMP-103,Google Ads,177754.45,7110178,162243,0
2021-03-25,CMP-103,Google Ads,115279.63,4611185,124351,0
2021-03-26,CMP-103,Google Ads,161108.44,6444337,185433,0
2021-03-27,CMP-103,Google Ads,170630.63,6825225,191343,0
2021-03-28,CMP-103,Google Ads,129982.6,5199303,113211,0
2021-03-29,CMP-103,Google Ads,172025.27,6881010,193138,0
2021-03-30,CMP-103,Google Ads,193549.08,7741963,186783,0
2021-03-31,CMP-103,Google Ads,138056.24,5522249,153320,0
2021-04-01,CMP-103,Google Ads,96611.11,3864444,113257,0
2021-04-02,CMP-103,Google Ads,129783.78,5191351,126097,0
2021-04-03,CMP-103,Google Ads,122891.62,4915664,135404,0
2021-04-04,CMP-103,Google Ads,81378.64,3255145,94482,0
2021-04-05,CMP-103,Google Ads,107150.35,4286013,121142,0
2021-04-06,CMP-103,Google Ads,95281.03,3811241,110355,0
2021-04-07,CMP-103,Google Ads,99712.86,3988514,80202,0
2021-04-08,CMP-103,Google Ads,132793.95,5311758,111084,0
2021-04-09,CMP-103,Google Ads,95233.86,3809354,112378,0
2021-04-10,CMP-103,Google Ads,135692.35,5427694,139678,0
2021-04-11,CMP-103,Google Ads,115262.95,4610517,112885,0
2021-04-12,CMP-103,Google Ads,93560.98,3742439,87148,0
2021-04-13,CMP-103,Google Ads,117870.14,4714805,129769,0
2021-04-14,CMP-103,Google Ads,125500.52,5020020,140039,0
2021-04-15,CMP-103,Google Ads,80614.85,3224594,80434,0
2021-04-16,CMP-103,Google Ads,78458.45,3138338,80012,0
2021-04-17,CMP-103,Google Ads,103066.53,4122661,119050,0
2021-04-18,CMP-103,Google Ads,97259.14,3890365,82361,0
2021-04-19,CMP-103,Google Ads,83933.7,3357347,92713,0
2021-04-20,CMP-103,Google Ads,114390.12,4575604,96139,0
2021-04-21,CMP-103,Google Ads,80159.87,3206394,86603,0
2021-04-22,CMP-103,Google Ads,79432.87,3177314,89659,0
2021-04-23,CMP-103,Google Ads,120031.44,4801257,99930,0
2021-04-24,CMP-103,Google Ads,80206.71,3208268,95819,0
2021-04-25,CMP-103,Google Ads,98755.97,3950238,93646,0
2021-04-26,CMP-103,Google Ads,126860.51,5074420,149555,0
2021-04-27,CMP-103,Google Ads,137960.69,5518427,151943,0
2021-04-28,CMP-103,Google Ads,98883.43,3955337,82409,0
2021-04-29,CMP-103,Google Ads,124575.59,4983023,127485,0
2021-04-30,CMP-103,Google Ads,101957.26,4078290,118529,0
2021-05-01,CMP-103,Google Ads,81896.06,3275842,81654,0
2021-05-02,CMP-103,Google Ads,75497.25,3019889,74550,0
2021-05-03,CMP-103,Google Ads,78377.99,3135119,66427,0
2021-05-04,CMP-103,Google Ads,82301.66,3292066,87213,0
2021-05-05,CMP-103,Google Ads,122582.32,4903292,126670,0
2021-05-06,CMP-103,Google Ads,136433.56,5457342,129604,0
2021-05-07,CMP-103,Google Ads,93080.4,3723215,106804,0
2021-05-08,CMP-103,Google Ads,89099.48,3563979,105608,0
2021-05-09,CMP-103,Google Ads,75548.57,3021942,89748,0
2021-05-10,CMP-103,Google Ads,77535.66,3101426,89666,0
2021-05-11,CMP-103,Google Ads,108589.05,4343561,130001,0
2021-05-12,CMP-103,Google Ads,79499.11,3179964,81211,0
2021-05-13,CMP-103,Google Ads,136890.51,5475620,138155,0
2021-05-14,CMP-103,Google Ads,115106.67,4604266,124119,0
2021-05-15,CMP-103,Google Ads,103900.35,4156014,109201,0
2021-05-16,CMP-103,Google Ads,112217.29,4488691,130224,0
2021-05-17,CMP-103,Google Ads,77682.19,3107287,70876,0
2021-05-18,CMP-103,Google Ads,135679.81,5427192,156860,0
2021-05-19,CMP-103,Google Ads,103971.85,4158874,108968,0
2021-05-20,CMP-103,Google Ads,92546.49,3701859,81001,0
2021-05-21,CMP-103,Google Ads,104487.23,4179489,98358,0
2021-05-22,CMP-103,Google Ads,112175.11,4487004,93228,0
2021-05-23,CMP-103,Google Ads,137216.86,5488674,163903,0
2021-05-24,CMP-103,Google Ads,119513.57,4780542,121239,0
2021-05-25,CMP-103,Google Ads,94606.69,3784267,106481,0
2021-05-26,CMP-103,Google Ads,118652.83,4746113,102640,0
2021-05-27,CMP-103,Google Ads,133149.33,5325973,150327,0
2021-05-28,CMP-103,Google Ads,135640.62,5425624,147887,0
2021-05-29,CMP-103,Google Ads,114082.31,4563292,110351,0
2021-05-30,CMP-103,Google Ads,134546.54,5381861,154247,0
2021-05-31,CMP-103,Google Ads,77667.6,3106703,62953,0
2021-06-01,CMP-103,Google Ads,98896.49,3955859,111181,0
2024-10-01,CMP-104,LinkedIn,117783.39,1570445,6518,0
2024-10-02,CMP-104,LinkedIn,138394.09,1845254,8768,0
2024-10-03,CMP-104,LinkedIn,179640.52,2395206,10877,0
2024-10-04,CMP-104,LinkedIn,146246.02,1949946,7534,0
2024-10-05,CMP-104,LinkedIn,128782.09,1717094,5649,0
2024-10-06,CMP-104,LinkedIn,181661.89,2422158,10901,0
2024-10-07,CMP-104,LinkedIn,193734.17,2583122,12385,0
2024-10-08,CMP-104,LinkedIn,154002.82,2053370,9097,0
2024-10-09,CMP-104,LinkedIn,188819.96,2517599,11478,0
2024-10-10,CMP-104,LinkedIn,126451.7,1686022,6610,0
2024-10-11,CMP-104,LinkedIn,115882.39,1545098,7302,0
2024-10-12,CMP-104,LinkedIn,158540.63,2113875,7537,0
2024-10-13,CMP-104,LinkedIn,164400.46,2192006,9182,0
2024-10-14,CMP-104,LinkedIn,136361.57,1818154,6148,0
2024-10-15,CMP-104,LinkedIn,164389.06,2191854,8838,0
2024-10-16,CMP-104,LinkedIn,173398.44,2311979,9322,0
2024-10-17,CMP-104,LinkedIn,180540.39,2407205,9828,0
2024-10-18,CMP-104,LinkedIn,154495.24,2059936,9481,0
2024-10-19,CMP-104,LinkedIn,140414.43,1872192,6392,0
2024-10-20,CMP-104,LinkedIn,106905.96,1425412,6283,0
2024-10-21,CMP-104,LinkedIn,159804.68,2130729,9218,0
2024-10-22,CMP-104,LinkedIn,123376.83,1645024,5623,0
2024-10-23,CMP-104,LinkedIn,105632.69,1408435,5297,0
2024-10-24,CMP-104,LinkedIn,157086.82,2094490,8016,0
2024-10-25,CMP-104,LinkedIn,143454.25,1912723,8887,0
2024-10-26,CMP-104,LinkedIn,135475.59,1806341,7265,0
2024-10-27,CMP-104,LinkedIn,174412.07,2325494,8917,0
2024-10-28,CMP-104,LinkedIn,159963.61,2132848,9767,0
2024-10-29,CMP-104,LinkedIn,189245.18,2523269,8668,0
2024-10-30,CMP-104,LinkedIn,187194.34,2495924,9952,0
2024-10-31,CMP-104,LinkedIn,127426.13,1699015,6684,0
2024-11-01,CMP-104,LinkedIn,230368.54,3071580,12250,0
2024-11-02,CMP-104,LinkedIn,160477.69,2139702,9015,0
2024-11-03,CMP-104,LinkedIn,150969.12,2012921,6685,0
2024-11-04,CMP-104,LinkedIn,139028.85,1853718,6311,0
2024-11-05,CMP-104,LinkedIn,141499.52,1886660,6456,0
2024-11-06,CMP-104,LinkedIn,193972.53,2586300,9028,0
2024-11-07,CMP-104,LinkedIn,162292.96,2163906,10029,0
2024-11-08,CMP-104,LinkedIn,176060.6,2347474,10019,0
2024-11-09,CMP-104,LinkedIn,143690.54,1915873,6720,0
2024-11-10,CMP-104,LinkedIn,129584.13,1727788,5995,0
2024-11-11,CMP-104,LinkedIn,155094.74,2067929,7203,0
2024-11-12,CMP-104,LinkedIn,134717.32,1796230,6094,0
2024-11-13,CMP-104,LinkedIn,174645.91,2328612,8220,0
2024-11-14,CMP-104,LinkedIn,164289.26,2190523,8774,0
2024-11-15,CMP-104,LinkedIn,199286.67,2657155,8670,0
2024-11-16,CMP-104,LinkedIn,210985.45,2813139,11828,0
2024-11-17,CMP-104,LinkedIn,133972.2,1786295,8212,0
2024-11-18,CMP-104,LinkedIn,224019.89,2986931,9850,0
2024-11-19,CMP-104,LinkedIn,154910.94,2065479,9273,0
2024-11-20,CMP-104,LinkedIn,205496.32,2739950,9576,0
2024-11-21,CMP-104,LinkedIn,147664.28,1968857,7467,0
2022-02-14,CMP-105,LinkedIn,83467.34,1112897,4218,0
2022-02-15,CMP-105,LinkedIn,76185.49,1015806,4465,0
2022-02-16,CMP-105,LinkedIn,56271.62,750288,2703,0
2022-02-17,CMP-105,LinkedIn,87914.21,1172189,5429,0
2022-02-18,CMP-105,LinkedIn,78483.52,1046446,4239,0
2022-02-19,CMP-105,LinkedIn,59567.85,794237,3110,0
2022-02-20,CMP-105,LinkedIn,79462.72,1059502,3801,0
2022-02-21,CMP-105,LinkedIn,67146.7,895289,3405,0
2022-02-22,CMP-105,LinkedIn,55494.8,739930,2749,0
2022-02-23,CMP-105,LinkedIn,64444.05,859254,3199,0
2022-02-24,CMP-105,LinkedIn,60156.59,802087,3709,0
2022-02-25,CMP-105,LinkedIn,82314.07,1097520,4704,0
2022-02-26,CMP-105,LinkedIn,91459.82,1219464,4874,0
2022-02-27,CMP-105,LinkedIn,58620.83,781611,3172,0
2022-02-28,CMP-105,LinkedIn,81998.36,1093311,4802,0
2022-03-01,CMP-105,LinkedIn,74741.69,996555,3392,0
2022-03-02,CMP-105,LinkedIn,67826.28,904350,3419,0
2022-03-03,CMP-105,LinkedIn,84760.91,1130145,4648,0
2022-03-04,CMP-105,LinkedIn,71208.18,949442,4536,0
2022-03-05,CMP-105,LinkedIn,82883.75,1105116,3955,0
2022-03-06,CMP-105,LinkedIn,59315.82,790877,2724,0
2022-03-07,CMP-105,LinkedIn,66057.81,880770,3044,0
2022-03-08,CMP-105,LinkedIn,63280.56,843740,3084,0
2022-03-09,CMP-105,LinkedIn,62663.6,835514,3872,0
2022-03-10,CMP-105,LinkedIn,58308.15,777441,3140,0
2022-03-11,CMP-105,LinkedIn,73747.39,983298,4692,0
2022-03-12,CMP-105,LinkedIn,59795.44,797272,3058,0
2022-03-13,CMP-105,LinkedIn,99891.06,1331880,6106,0
2022-03-14,CMP-105,LinkedIn,92764.53,1236860,4468,0
2022-03-15,CMP-105,LinkedIn,62547.35,833964,3560,0
2022-03-16,CMP-105,LinkedIn,98016.14,1306881,5346,0
2022-03-17,CMP-105,LinkedIn,81286.24,1083816,3953,0
2022-03-18,CMP-105,LinkedIn,90539.61,1207194,4224,0
2022-03-19,CMP-105,LinkedIn,69692.26,929230,3606,0
2022-03-20,CMP-105,LinkedIn,78293.34,1043911,3745,0
2023-09-16,CMP-106,LinkedIn,62413.62,832181,3047,0
2023-09-17,CMP-106,LinkedIn,61381.81,818424,2821,0
2023-09-18,CMP-106,LinkedIn,57866.62,771554,3126,0
2023-09-19,CMP-106,LinkedIn,42790.16,570535,2132,0
2023-09-20,CMP-106,LinkedIn,45690.54,609207,2011,0
2023-09-21,CMP-106,LinkedIn,75735.04,1009800,3752,0
2023-09-22,CMP-106,LinkedIn,69410.91,925478,3338,0
2023-09-23,CMP-106,LinkedIn,64902.83,865371,3821,0
2023-09-24,CMP-106,LinkedIn,61887.51,825166,3263,0
2023-09-25,CMP-106,LinkedIn,55433.02,739106,2777,0
2023-09-26,CMP-106,LinkedIn,73612.86,981504,4445,0
2023-09-27,CMP-106,LinkedIn,74859.45,998126,3392,0
2023-09-28,CMP-106,LinkedIn,66636.39,888485,4177,0
2023-09-29,CMP-106,LinkedIn,47334.68,631129,2086,0
2023-09-30,CMP-106,LinkedIn,66996.45,893286,3679,0
2023-10-01,CMP-106,LinkedIn,50380.76,671743,2299,0
2023-10-02,CMP-106,LinkedIn,49212.82,656170,2311,0
2023-10-03,CMP-106,LinkedIn,33369.58,444927,1540,0
2023-10-04,CMP-106,LinkedIn,49697.12,662628,2825,0
2023-10-05,CMP-106,LinkedIn,42384.95,565132,2132,0
2023-10-06,CMP-106,LinkedIn,51268.01,683573,2616,0
2023-10-07,CMP-106,LinkedIn,49747.91,663305,2588,0
2023-10-08,CMP-106,LinkedIn,38719.68,516262,2034,0
2023-10-09,CMP-106,LinkedIn,36824.18,490989,2158,0
2023-10-10,CMP-106,LinkedIn,41874.62,558328,1994,0
2023-10-11,CMP-106,LinkedIn,51829.24,691056,2635,0
2023-10-12,CMP-106,LinkedIn,42898.85,571984,2659,0
2023-10-13,CMP-106,LinkedIn,44922.75,598969,2028,0
2023-10-14,CMP-106,LinkedIn,52839.05,704520,2962,0
2023-10-15,CMP-106,LinkedIn,37665.18,502202,1718,0
2023-10-16,CMP-106,LinkedIn,49181.66,655755,2749,0
2023-10-17,CMP-106,LinkedIn,42645.71,568609,2632,0
2023-10-18,CMP-106,LinkedIn,49045.5,653940,2251,0
2023-10-19,CMP-106,LinkedIn,37083.65,494448,1778,0
2023-10-20,CMP-106,LinkedIn,47925.49,639006,2079,0
2023-10-21,CMP-106,LinkedIn,43559.48,580793,2567,0
2023-10-22,CMP-106,LinkedIn,51257.11,683428,2561,0
2023-10-23,CMP-106,LinkedIn,49864.74,664863,2245,0
2023-10-24,CMP-106,LinkedIn,50496.73,673289,2291,0
2023-10-25,CMP-106,LinkedIn,39229.95,523066,2341,0
2023-10-26,CMP-106,LinkedIn,33024.97,440332,1570,0
2023-10-27,CMP-106,LinkedIn,47381.33,631751,2749,0
2023-10-28,CMP-106,LinkedIn,45346.9,604625,2606,0
2023-10-29,CMP-106,LinkedIn,42878.07,571707,2059,0
2022-07-17,CMP-107,YouTube,74678.81,4148822,24133,622323
2022-07-18,CMP-107,YouTube,96933.72,5385206,25858,807780
2022-07-19,CMP-107,YouTube,90210.29,5011682,29541,751752
2022-07-20,CMP-107,YouTube,73114.28,4061904,21010,609285
2022-07-21,CMP-107,YouTube,92640.91,5146717,26880,772007
2022-07-22,CMP-107,YouTube,65623.42,3645745,20942,546861
2022-07-23,CMP-107,YouTube,116249.28,6458293,33132,968743
2022-07-24,CMP-107,YouTube,103207.01,5733722,33513,860058
2022-07-25,CMP-107,YouTube,103793.45,5766303,24824,864945
2022-07-26,CMP-107,YouTube,96540.27,5363348,27961,804502
2022-07-27,CMP-107,YouTube,88112.43,4895135,26790,734270
2022-07-28,CMP-107,YouTube,116373.83,6465212,37828,969781
2022-07-29,CMP-107,YouTube,89591.79,4977321,21036,746598
2022-07-30,CMP-107,YouTube,119169.54,6620530,37590,993079
2022-07-31,CMP-107,YouTube,71525.24,3973624,23212,596043
2022-08-01,CMP-107,YouTube,112802.88,6266826,31570,940023
2022-08-02,CMP-107,YouTube,97370.39,5409465,25954,811419
2022-08-03,CMP-107,YouTube,67653.51,3758528,17553,563779
2022-08-04,CMP-107,YouTube,109089.45,6060524,24298,909078
2022-08-05,CMP-107,YouTube,83092.46,4616247,22141,692437
2022-08-06,CMP-107,YouTube,94386.04,5243669,30621,786550
2022-08-07,CMP-107,YouTube,83804.03,4655779,21853,698366
2022-08-08,CMP-107,YouTube,105469.67,5859425,28737,878913
